,question,id,normalized_aliases,category,judgment,reasoning,model_short_answer,em,f1
433,Where are the headquarters of Interpol?,sfq_886,"['lyons', 'lyon france', 'historic site of lyons', 'lyons france', 'musée des tissus et des arts décoratifs', 'un locode frlio', 'weather in lyon', 'transport in lyon', 'capital of gastronomy', 'lyon', 'lyons archdiocese of', 'weather in lyons', 'lyons fr', 'lyonais', 'city of lyon']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined international organization (Interpol) and asks for the factual location of its headquarters. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.","['Lyon, France']",1,1.0
434,"In German mythology, what was the name of the siren sent to lure boatmen to their deaths on the Rhine?",odql_13310,"['lurlei', 'die lorelei', 'lorelei', 'lurking rock', 'loreley']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined mythological entity in Germanic lore — the Nixe (water spirit) associated with the Rhine — and asks for the name of the siren-like figure sent to lure boatmen. The referent is unambiguous, the scope is factual, and no missing components or subjective interpretations are involved.",['Lorelei'],1,1.0
435,"What is the common name for the species of large cattle, Bos primigenius, once prevalent in Europe, that was hunted to extinction in 1627?",odql_13017,"['uri animal', 'indian auroch', 'aurocks', 'orox', 'north african auroch', 'eurasian aurochs', 'north african aurochs', 'auroch', 'bos primigenius primigenius', 'eurasian auroch', 'european aurochs', 'bos primigenius', 'aurochs', 'bos taurus primigenius', 'bos primigenius mauretanicus', 'african aurochs', 'bos primigenius mauritanicus']",fully specified,fully specified,"This question is fully specified because it provides a clear scientific name (Bos primigenius), a geographic context (Europe), and a precise historical event (extinction in 1627), all of which uniquely identify the species in question. The referent is unambiguous, and the request is factually grounded without requiring subjective interpretation or missing components.",['Aurochs'],1,1.0
436,Whose last words were Et Tu Brute according to Shakespeare?,qz_5584,"['commentaries of julius cæsar', 'gaius iulius gaii filius gaii nepos caesar', 'julius caesar roman', 'political career of julius caesar', 'ivlivs cæsar', 'caivs ivlivs caesar', 'julius caeser', 'imp•c•ivlivs•caesar•divvs', 'julias ceaser', 'conspiracy caesar', 'literary works of julius caesar', 'caesar julius', 'julius caesar assassination plot', 'caesar dictator', 'julius caesra', 'julius ceasar', 'juluis cesar', 'caesar', 'imp caesar', 'julis caesar', 'ivlivs caesar', 'imp cæsar', 'julius cæsar', 'i am republic', 'imp c ivlivs caesar divvs', 'julius caesar', 'julius ceaser', 'divvs ivlivs', 'divus iulius', 'caesar complex', 'iulius caesar', 'julius caesar quotes', 'caius iulius caesar', 'julius seizer', 'julias caesar', 'caesars death', 'gayus julius caesar', 'imperator gaius iulius caesar divus', 'julious caesar', 'c julius caesar', 'julius cesar', 'giulius caesar']",fully specified,fully specified,"This question is fully specified because it refers to a well-known line from Shakespeare's play *Julius Caesar* and asks for the character whose last words were ""Et Tu, Brute?"" The referent is unambiguous, and the answer is a factual, widely recognized detail from the play. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Julius Caesar'],1,1.0
437,In which Cornish town is there a branch of the Tate Gallery?,sfq_4033,"['st ives disambiguation', 'saint ivo', 'st ives film', 'st ives', 'saint ives', 'st ives united kingdom', 'saint yvo']",fully specified,fully specified,"This question is fully specified because it refers to a specific, well-documented location — the Tate Gallery branch in Cornwall. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The Tate Gallery in Cornwall is a known entity, and the answer is directly identifiable.",['St Ives'],1,1.0
438,"Jmaes Righton, vocalist of the new rave band Klaxons, married which 28 year old British actress in a low key ceremony in France in May this year ?",wh_4346,"['keira christina knightley', 'keira knightley', 'keira knightely', 'kiara knightly', 'keira knightly', 'kiera knightley', 'kiera knightly', 'list of awards and nominations received by keira knightley', 'keria knightly', 'keira knightley filmography']",fully specified,fully specified,"This question is fully specified because it refers to a specific, well-documented event: the marriage of JMAES Righton (vocalist of Klaxons) to a 28-year-old British actress in a low-key ceremony in France in May 2023. The referent is unambiguous, the details (age, location, timing) are specific, and the request is factually grounded without ambiguity or missing components.",['Keira Knightley'],1,1.0
439,Which controversial movement was founded in 1928 by the Spaniard Josemaria Escriva de Balaguer y Albas?,sfq_8171,"['odan', 'personal prelature of opus dei', 'opus dei allegations of being cult', 'opus dei awareness network', 'opus dei', 'opus dei sources of controversies', 'prelature of holy cross and opus dei', 'personal prelature of holy cross and opus dei']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event and person (Josemaria Escriva de Balaguer y Albas) and asks for the name of the controversial movement he founded in 1928. The referent is clear, the scope is precise, and no missing components or subjective standards are involved.",['Opus Dei'],1,1.0
440,Which book begins 'When he was nearly thirteen my brother Jem got his arm badly broken'?,sfq_16291,"['maycomb alabama', 'to assassinate mockingbird', 'to kill mockingbird', 'tkamb', 'tkam', 'maycomb', 'how to kill mockingbird', 'maycomb al', 'prejudices in mockingbird', 'to kill mockingbird novel', 'maycomb disease', 'tkmb', 'to klil mockingbird', 'to kill mockingbird book', 'to kill mocking bird', 'to kill mockingbird play']",fully specified,fully specified,"This question is fully specified because it refers to a well-known opening line of the novel *To Kill a Mockingbird* by Harper Lee, which is a widely recognized literary work. The sentence is uniquely tied to this book, with no ambiguity in the referent or context. The request is factual and does not require subjective interpretation or missing components.",['To Kill a Mockingbird'],1,1.0
441,In which South Asian country is Phewa Lake?,qb_8191,"['nēpāl adhirājya', 'sanghiya loktāntrik ganatantra nepāl', 'chiuri kharka', 'state of nepal', 'peace zone', 'संघीय लोकतान्त्रिक गणतन्त्र नेपाल', 'fdrn', 'nepol', 'नेपाः', 'democratic republic of nepal', 'गणतन्त्र नेपाल', 'nepalese republic', 'नेपाल', 'subdivisions of nepal', 'federal republic of nepal', 'nepal adhirajya', 'federal democratic republic of nepal', 'kingdom of nepal', 'iso 3166 1 np', 'napol', 'name of nepal', 'people of nepalese origin', 'republic of nepal', 'nepala', 'states of nepal', 'nepali republic', 'crime in nepal', 'nepaul', 'etymology of nepal', 'nepal', 'zone of peace']",fully specified,fully specified,"This question is fully specified because it refers to a specific, well-known geographical feature (Phewa Lake) and asks for its location within the clearly defined region of South Asia. The referent is unambiguous, and the scope is precise, with no missing components or subjective criteria.",['Nepal'],1,1.0
442,In Kipling's 'The Jungle Book' what kind of creature is Hathi?,sfq_14598,"['elephant disambiguation', 'elephant', 'l elephant', 'elephant song', 'elephant film']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined literary character (Hathi) from the well-known work *The Jungle Book* by Rudyard Kipling. The request asks for the factual classification of the character, which is a known literary detail. There are no missing components, no ambiguous references, and no subjective standards involved.",['Elephant'],1,1.0
443,"In the Sherlock Holmes book 'The Sign of Four', what is the 7% solution?",sfq_14813,"['cocaine abuse', 'columbian marching powder', 'ye yo', 'gaggas', 'effects of cocaine', 'yeyo', 'methylbenzoylecgonine', 'crack heads', 'atc code n01bc01', 'synthetic cocaine', 'crack cocaine', 'freebase cocaine', 'cocaine hydro chloride', 'atc code s01ha01', 'cocaine related disorders', 'farlopa', 'methyl benzoylecgonine', 'crack overdose', 'atc code r02ad03', 'cocaine hcl', 'benzoylmethylecgonine', 'coke drug', 'kilogram of cocaine', 'atcvet code qr02ad03', 'cocaine hydrochloride', 'benzoyl methyl ecgonine', 'cocaine', 'cocoaine', 'atcvet code qs01ha01', 'crackpipe', 'cocaine trafficking', 'atcvet code qn01bc01', 'cocain', 'cocaine trade', 'prohibition of cocaine in united states', 'llello', 'powdered cocaine', 'bolivian marching powder', 'nose candy', 'atcvet code qs02da02', 'atc code s02da02', 'erythroxyline']",fully specified,fully specified,"This question is fully specified because it refers to a specific literary work (""The Sign of Four"" by Arthur Conan Doyle) and a well-defined plot element (the ""7% solution""), which is a key detail in the story. The referent is unambiguous, the scope is precise, and no missing components or subjective interpretations are involved.","[""The 7% solution refers to Sherlock Holmes's use of a 7% cocaine solution, which he injects to stimulate his mind when he is not engaged in a case.""]",0,0.1935483871
444,"In 1842, what was ceded to Britain by the Treaty of Nanking?",sfq_9819,"['hong kong special administration region', 'hong kong special administrative region of people s republic of china', 'hong kong sar', 'zhōnghuá rénmín gònghéguó xiānggǎng tèbié xíngzhèngqū', 'xiāng gǎng', 'h k', 'name of hong kong', 'hsiang kang', 'hong kong as financial center', '香港特區', 'iso 3166 1 hk', 'xiānggǎng', 'hoong kong', 'shang gang', 'hong kong special administrative region of china', 'hon kon', 'sianggang', 'hong kong cityscape', 'hksaroprc', 'xianggang tebie xingzhengqu', 'hong cong', 'un locode hkhkg', 'hong kong', 'hèunggóng', 'h k s r', 'hsangkang', '香港', 'heunggong', 'hong kong hong kong', '中華人民共和國香港特別行政區', '香港特別行政區', '香港特区', 'hong kong china', 'hong kong s r', 'hoeng1 gong2', 'heung gong', 'honk kong', 'cn 91', 'xiang gang', 'kong hong', 'hong kong sar china', 'sar hongkong', 'hong kong special administrative republic', 'china hong kong', 'hyanghang', 'hsiankang', '中华人民共和国香港特别行政区', 'hong kong special administrative region', 'hk', 'hog kog', 'xianggang', '香港特别行政区', 'hongkong china', 'hongkong', 'hong kong city', 'hong kong infobox', 'hsian kang', 'hksar']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical event (the Treaty of Nanking in 1842) and asks for the specific territorial cession to Britain. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Hong Kong Island'],0,0.8
445,"""The song """"Diamonds Are a Girl's Best Friend"""" was famously performed by Marilyn Monroe in which 1953 film?""",qw_16708,"['gentlemen prefer blondes disambiguation', 'gentlemens prefer blondes', 'gentleman prefer blondes', 'gentlemen prefer blondes']",fully specified,fully specified,"This question is fully specified because it clearly refers to a specific song (""Diamonds Are a Girl's Best Friend""), a specific performer (Marilyn Monroe), and a specific year (1953). The referent is unambiguous, and the request is factually grounded without missing components or subjective criteria. While the film may be a point of historical verification, the question itself is structured to seek a precise, factual answer.",['Gentlemen Prefer Blondes'],1,1.0
446,What is the title of the first novel to be published in the ‘Chronicles of Narnia’ series by C S Lewis?,qb_9289,"['lion witch and wardrobe', 'lion witch wardrobe']",fully specified,fully specified,"This question is fully specified because it clearly refers to the first novel in the well-known ""Chronicles of Narnia"" series authored by C.S. Lewis. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The answer is a factual, widely recognized piece of literary history.","['The Lion, the Witch and the Wardrobe']",1,1.0
447,SS Ancon was the first ship to navigate what single-vowelled passage on 15 August 1914?,bb_4648,"['panama canal panama', 'panama canal', 'panama canel', 'panama channel', 'panama ship canal']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event involving the SS Ancon and a well-documented passage (the Dardanelles Strait) navigated on a specific date (15 August 1914). The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The term ""single-vowelled passage"" is likely a contextual reference to the Dardanelles, which is a single, strategically significant strait.",['Panama Canal'],1,1.0
448,Which American resort is nicknamed 'Sin City'?,dpql_1068,"['las vegas city council', 'las vegas nv', 'las vagas', 'un locode uslas', 'las vegas', 'city of las vegas', 'lasvegas', 'vegas', 'lv nv', 'las vegas nevada', 'las vegas climate']",fully specified,fully specified,"This question is fully specified because it refers to a well-known, widely recognized nickname (""Sin City"") associated with a specific American resort (Las Vegas). The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Las Vegas'],1,1.0
449,A Cuba Libre is based on which spirit,qz_4642,"['cuban rum', 'gunpowder rum', 'rum beverage', 'jamaica spirit', 'light rum', 'caña blanca', 'overproof rum', 'gold rum', 'rum', 'jamaica spirits', 'rude rum', 'coconut rum', 'dark rum', 'spiced rum', 'white rum', 'cane spirit', 'hard rum', 'black rum']",fully specified,fully specified,"This question is fully specified because it asks for the primary spirit used in the classic cocktail ""Cuba Libre,"" which is a well-documented fact. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['Rum'],1,1.0
450,For what does the I stand in the Government Department known as BIS?,odql_14883,"['minister for universities science and cities', 'minister for small business united kingdom', 'department for business innovation skills', 'department of business innovation and skills', 'minister of state for universities science and cities', 'minister of state for universities and science', 'department for business innovation and skills']",fully specified,fully specified,"The request is fully specified because it refers to a well-defined governmental entity (the British Information Service, or BIS) and asks for the specific meaning of the letter ""I"" in its acronym. The referent is unambiguous, and the question is factually grounded in the historical context of the BIS as a government department. There are no missing components, no ambiguous references, and no subjective standards involved.",['Industry'],0,0.0
451,What was the name of the Flintstones' pet?,qw_2648,['dino'],fully specified,fully specified,"This question is fully specified because it refers to a well-known fictional character (the Flintstones) and asks for the name of their pet, which is a factual and unambiguous detail from the show. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.",['Dino'],1,1.0
452,"""What movie featured the song """"Moon River""""?""",jp_1476,"['breakfast at tiffany', 'breakfast at tiffanys', 'breakfast at tiffanies', 'breakfast at tiffany s disambiguation', 'breakfast at tiffany s']",fully specified,fully specified,"This question is fully specified because it refers to a well-known cultural reference — the song ""Moon River"" and its association with the 1965 film *The Sound of Music*. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. While there may be other films that feature the song, the most prominent and widely recognized association is with *The Sound of Music*.","[""Breakfast at Tiffany's""]",1,1.0
453,Who was the mother of Queen Mary 1st of England?,sfq_20110,"['infanta catalina de aragon y castilla', 'king s 22great matter 22', 'queen katherine of aragon', 'catherine d aragon', 'catherine of england', 'katharine of aragón', 'katharine of aragon', 'catherine of aragón', 'king s great matter', 'katherine of aragon', 'catalina de aragon y castilla', 'catharine of aragon', 'catarina of aragon', 'queen catherine of aragon', 'catherine of aragon', 'catherine princess of wales', 'infanta catalina de aragón y castilla', '22king s great matter 22', 'catalina of aragon', 'catherine of aragon in popular culture', 'catalina de aragón y castilla']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical fact: the mother of Queen Mary I of England, who is historically known as Catherine of Aragon. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Catherine of Aragon'],1,1.0
454,"""BAFTA winning film """"The Theory of Everything"""" is adapted from which book?""",qw_15489,['travelling to infinity my life with stephen by jane wilde hawking'],fully specified,fully specified,"This question is fully specified because it refers to a well-known film (""The Theory of Everything"") and its direct source material (a specific book by Stephen Hawking). The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Travelling to Infinity: My Life with Stephen'],0,0.7777777778
455,Which island group in the South Atlantic was once known as the Sebald Islands?,qb_5390,"['british overseas territory of falkland islands', 'falkland islands islas malvinas', 'falkland islands transnational issues', 'malvinas', 'falkland isles', 'iso 3166 1 fk', 'malouine islands', 'malvine isles', 'malouines', 'falkland islands', 'malvinas islands', 'las malvinas', 'falkland islands geography', 'faulkland islands', 'crown colony of falkland islands', 'hawkins maidenland', 'crime in falkland islands', 'falkland island', 'fawkland islands', 'territory of falkland islands', 'name of falkland islands', 'falkland islands people', 'falkland islands malvinas', 'demographics of falkland islands', 'malvine islands', 'list of valleys of falkland islands', 'malvinas falklands', 'flk', 'falkand islands', 'colony of falkland islands', 'sebald islands', 'health in falkland islands', 'falkland is', 'falklands islands', 'falkland malvinas islands', 'malouine isles', 'islas malvinas', 'falklands', 'malvines']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical name (Sebald Islands) for a known island group in the South Atlantic. The referent is unambiguous, and the request is factual, asking for the current name of the group. There are no missing components, no ambiguous references, and no subjective criteria involved.",['The Falkland Islands'],1,1.0
456,Which river flows into the North Sea at Hamburg?,sfq_20503,"['stör river', 'stör elbe', 'elbe river', 'upper elbe', 'elbe', 'stör', 'labe river', 'river elbe', 'stor elbe', 'ferries across elbe']",fully specified,fully specified,"This question is fully specified because it asks for a specific geographical fact: the river that flows into the North Sea near the city of Hamburg. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The Elbe River is the correct answer, as it flows through Hamburg and empties into the North Sea.",['The Elbe River'],1,1.0
457,"Known as The Hoosier State, what was the 19th state to join the Union on december 11, 1816?",qg_1391,"['19th state', 'indiana state', 'education in indiana', 'transportation in indiana', 'state of indiana', 'religion in indiana', 'indiana usa', 'hoosier state', 'indiana', 'climate of indiana', 'indiana u s state', 'northeastern indiana', 'indana', 'commonwealth of indiana', 'ind', 'transport in indiana', 'nineteenth state', 'demographics of indiana', 'indiania', 'indiana united states', 'us in']",fully specified,fully specified,"This question is fully specified because it clearly refers to a well-documented historical event: Indiana (known as ""The Hoosier State"") becoming the 19th state to join the Union on December 11, 1816. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Indiana'],1,1.0
458,What was the first name of the jazz trombonist Kid Ory?,sfq_22693,"['eadweard', 'edward']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical figure (Kid Ory) and asks for the factual first name of the jazz trombonist. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Edward'],1,1.0
459,Who was the demon barber of Fleet Street?,jp_2085,"['sweeney todd', 'sweeny tod', 'barber of fleet street', 'sweeney todd character', 'tobias 22toby 22 ragg', 'sweney todd', 'sweeny todd', 'sweenie todd', 'sweeney tod']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined literary character from the play *The Rivals* by Richard Brinsley Sheridan. The term ""demon barber of Fleet Street"" is a direct reference to the character in the play, and the question seeks the identity of this specific character. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Sweeney Todd'],1,1.0
460,In popular music how is Paul Hewson better known?,sfq_10701,"['paul david hewson', 'bono u2', 'paul hewson', 'bono vox', 'bono']",fully specified,fully specified,"The question is fully specified because it refers to a specific individual (Paul Hewson) and asks for his better-known name in the context of popular music. Paul Hewson is a well-known musician, and his stage name or alternative identity is a factual, unambiguous reference. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Bono'],1,1.0
461,For how long did the Sleeping Beauty fall asleep according to most versions of the fairy story ?,wh_2526,"['one hundred time', '100 time', '100 years']",fully specified,fully specified,"This question is fully specified because it asks for a factual, standardized detail from a well-known fairy tale — the duration of Sleeping Beauty's sleep in the most widely accepted versions. The referent is unambiguous, the scope is clear, and the answer is universally recognized across major versions of the story (e.g., Disney, Grimm, Perrault), with no missing components or subjective interpretations.",['100 years'],1,1.0
462,"First debuting in the cartoon Mickey's Review, what classic turtle neck wearing cartoon character had the original name of Dippy Dog?",qg_1485,"['super goofy', 'max goofy', 'goofy', 'goofy holler', 'gawrsh', 'goofey', 'george geef', 'goofy yell', 'super goof', 'goofy jr', 'hyuck', 'list of donald duck goofy cartoons', 'ah hyuck', 'dippy dawg', 'goofy sr', 'list of goofy cartoons', 'goofy goof', 'goofy filmography']",fully specified,fully specified,"This question is fully specified because it refers to a specific cartoon character (Dippy Dog) and its first appearance in ""Mickey's Review,"" with clear contextual clues (turtle neck sweater, original name). The referent is unambiguous, and the question is fact-based without requiring subjective interpretation or missing components.",['Goofy'],1,1.0
463,"What is the name of 'Jim Hacker's' department in the TV comedy, 'Yes Minister'?",odql_2550,['administrative affairs'],fully specified,fully specified,"This question is fully specified because it refers to a well-defined character (Jim Hacker) and a specific TV show (""Yes Minister""), asking for the factual name of the department he holds. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['Department of Administrative Affairs'],0,0.6666666667000001
464,The Flying Pickets were a British vocal group who had Christmas no1 hit in 1983. What was the title of the song.,qz_4171,"['only you song', 'only you film', 'only you disambiguation', 'only you tv series', 'only you', 'only you album']",fully specified,fully specified,"This question is fully specified because it clearly refers to a specific historical event — the 1983 Christmas No.1 hit by the British vocal group The Flying Pickets. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Only You'],1,1.0
465,Which was the first US state to secede from the Union in December 1860; the first action of the Civil War took place in that state in April the following year?,odql_13898,"['s carolina', 'palmetto state', 'south carolina state', 'iodine state', 'hurricanes in south carolina', 'state of south carolina', '8th state', 'south carolina u s state', 'south carolina united states', 'transportation in south carolina', 'geography of south carolina', 'education in south carolina', 'south carolina', 'economy of south carolina', 'south carolina usa state', 'transport in south carolina', 'religion in south carolina', 'us sc', 'eighth state', 'south carolina department of archives and history']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical event: the secession of South Carolina in December 1860 and the first battle of the Civil War (Fort Sumter) in April 1861. The referents are unambiguous, the timeline is precise, and the question does not require subjective interpretation or multiple perspectives.",['South Carolina'],1,1.0
466,"""Who wrote the piece of music recognised in much of the Western world as """"The Wedding March"""" (or as """"Here Comes The Bride"""")?""",qw_9105,"['felix mendelssohn', 'mendelsson bartholdy', 'felix mendelson', 'mendelssohn bartholdy', 'ludwig felix mendelssohn bartholdy', 'mendellson', 'mendelssohnian', 'mendelsson', 'jacob ludwig felix mendelssohn bartholdy', 'felix mendelsohn', 'jakob ludwig felix mendelssohn bartholdy', 'mendelssohn', 'felix mandelssohn bartholdy', 'felix mendelssohn bartoldy', 'mendelson', 'felix mendelsohn bartoldy', 'felix mendelssohn bartholdy']",fully specified,fully specified,"This question is fully specified because it refers to a well-known musical piece (""The Wedding March"" or ""Here Comes the Bride"") and asks for the composer of the version widely recognized in the Western world. The referent is unambiguous, and the scope is factual, with no missing components or subjective criteria involved.",['Richard Wagner'],0,0.0
467,The port of Plymouth is in which English county?,bb_67,"['culture of devonshire', 'devonshire moors', 'yarnacott', 'devonshire s culture', 'devon s culture', 'culture of devon', 'devonshire united kingdom', 'devon england', 'devon culture', 'devonshire england', 'devonshire country', 'devonshire culture', 'wilsham', 'geology of devon', 'devonians', 'devon']",fully specified,fully specified,"This question is fully specified because it clearly refers to the port of Plymouth in England and asks for the factual geographic location (county) of this specific port. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Devon'],1,1.0
468,Who does Emilio Estevez play in the 1988 film ‘Young Guns’?,qb_727,"['william h bonney', 'william henry mccarty', 'willam h bonney', 'billy kid s jailbreak', 'henry antrim', 'william henry bonney', 'bill bonney', 'john miller false billy kid', 'john miller outlaw', 'john miller billy kid claimant', 'billy kid', 'billie kid', 'william h bonnie', 'henry mccarty', 'william bonney', 'william bonnie']",fully specified,fully specified,"This question is fully specified because it clearly refers to the 1988 film *Young Guns* and asks for the specific character played by Emilio Estevez, a well-known actor. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Billy the Kid'],1,1.0
469,What organisation was formed in 1670 when King Charles II of England granted a charter to Prince Rupert and others to give them large tracts of land and the trading rights over a large area?,qw_169,"['governor and company of adventurers of england', 'hudson bay company', 'hudson s bay oil and gas company', 'hudson bay oil gas', 'hudson s bay company', 'compagnie de la baie d hudson', 'governor and company of adventurers of england trading into hudson s bay', 'hudson s bay co', 'hudsons bay company']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical event: the formation of the Hudson's Bay Company in 1670, granted a charter by King Charles II to Prince Rupert and others for land and trading rights in the Hudson's Bay region. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.","[""Hudson's Bay Company""]",1,1.0
470,"""What """"family"""" killed actress Sharon Tate and others?""",jp_208,"['lauren willett', 'abigail anne 22gibby 22 folger', 'manson family murders', 'charles milles maddox', 'gibbie', 'ruth ann moorehouse', 'charles mansion', 'charles manson jr', 'charls manson family', 'nancy pitman', 'charles manson family', 'tate la bianca murders', 'michael monfort', 'ruth ann 22ouisch 22 moorehouse', 'chuck manson', 'kathleen maddox', 'charles manson murders', 'tate labianca', 'william garretson', 'abigail folger', 'charles mansen', 'tate murders', 'labianca murders', 'tate labianca murders', 'leno labianca', 'manson murders', 'rosemary labianca', 'charles manson', 'wojciech frykowski', 'manson tate murders', 'charlie manson', 'manson family', 'reni willett', 'manson la bianca murders', 'leno la bianca', 'gary hinman', 'james willett', 'charles maddox', 'priscilla cooper', 'manson family movies', 'rosemary la bianca', 'charles milles manson', 'leno and rosemary labianca', 'no name maddox', 'shahrokh hatami', 'labianca', 'ruth moorehouse', 'charls milles manson', 'william goucher', 'tate–labianca murders']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical event — the 1969 murders of Sharon Tate and others by the Manson Family. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The term “family” in quotes is contextually clear as it refers to the Manson Family, a known cult group.",['Manson Family'],1,1.0
471,Which female country and Western singer died in a plane crash in Tennessee in 1963?,sfq_17955,"['patsy klein', 'patsey cline', 'patsy kline', 'patsy cline', 'virginia patterson hensley', 'let tear drops fall', 'cline patsy']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — the 1963 plane crash in Tennessee — and asks for the identity of a well-documented female country and Western singer who died in that incident. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Patsy Cline'],1,1.0
472,How many chambers has the heart?,tc_2914,"['four', '4']",fully specified,fully specified,"This question is fully specified because it asks for a clear, factual biological fact about the human heart's anatomy. The referent is unambiguous (the human heart), the scope is precise (number of chambers), and no missing components or subjective criteria are involved. The answer is a well-established scientific fact.",['Four'],1,1.0
473,El Prat Airport serves which European city,bt_2750,"['city of barcelona', 'barcelona barcelona', 'barcelone', 'barcelona spain', 'catania italy', 'barcelona city', 'barcellona', 'weather in barcelona', 'barcelona', 'barcelona catalonia', 'un locode esbcn']",fully specified,fully specified,"This question is fully specified because it refers to a specific airport (El Prat Airport) and asks for the factual European city it serves. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Barcelona'],1,1.0
474,What nationality was the pointillist artist MONDRIAN?,wh_418,"['autochtoon', 'people of holland', 'etnic dutch', 'dutch person', 'dutch', 'dutch people', 'dutch ethnic group', 'ethnic dutch', 'dutch ethnic group and nation', 'netherlandians', 'autochtones', 'dutchmen', 'autochtonen', 'netherlanders', 'netherlander']",fully specified,fully specified,"This question is fully specified because it refers to a well-known historical figure (Piet Mondrian) and asks for a factual, unambiguous piece of information about his nationality. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.",['Dutch'],1,1.0
475,In which country is Lake Como?,qw_3450,"['second italian republic', 'itàlia', 'italio', 'iso 3166 1 it', 'italija', 'etymology of italy', 'repubblica italiana', 'itali', 'italia', 'austrian empire italy', 'republic of italy', 'italiën', 'subdivisions of italy', 'italy', 'pollution in italy', 'administrative divisions of italy', 'italie', 'italian republic', 'environment of italy']",fully specified,fully specified,"This question is fully specified because it refers to a well-known geographical feature (Lake Como) and asks for its location in a single, unambiguous country (Italy). The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.",['Italy'],1,1.0
476,"Lacock Abbey in Wiltshire, now in the hands of the National Trust, was the home of which pioneer of photography?",sfq_2319,"['fox talbot', 'henry fox talbot', 'w h fox talbot', 'william henry fox talbot', 'william h fox talbot', 'william fox talbot']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical location (Lacock Abbey in Wiltshire) and asks for the identity of a well-documented pioneer of photography associated with it. The referent is unambiguous, and the historical connection is factually established. There are no missing components, no ambiguous references, and no subjective criteria involved.",['William Henry Fox Talbot'],1,1.0
477,"Who together with Vince Clarke, formed the pop duo 'Yazoo'?",odql_1001,"['alf moyet', 'allison moyet', 'alison moyet']",fully specified,fully specified,"This question is fully specified because it refers to a well-known music duo (Yazoo) and explicitly identifies one of its members (Vince Clarke), asking for the other founding member. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Alison Moyet'],1,1.0
478,"On Monday, Samoa became the first nation in nearly 40 years to switch sides of the road. On what side do they now drive?",qg_3086,"['left album', 'left disambiguation', 'left']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event (Samoa switching sides of the road in 2023) and asks for a factual, unambiguous answer about the current driving side. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.",['Left'],1,1.0
